sampleID,latitude,longitude,elevation,standingWaterDepth,temp,litterDepth,sampleTopDepth,sampleBottomDepth,siteID,nlcdClass,collectDate,sampleExtent,soilSamplingDevice,soilMoisture,dryMassFraction,horizon,ph,soilInCaClpH,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,kclAmmoniumNConc,kclNitrateNitriteNConc,ExpID,source,sample_subgroup,sample_group,project,doi,aquaticSiteType,samplerType,do,do_sat,specificConductance_field,maxDepth,lakeSampleDepth1,lakeSampleDepth2,alkMeqPerL_ALK,initialSamplepH_ALK,ancMeqPerL_ANC,initialSamplepH_ANC,br,ca,cl,dic,doc,f,k,mg,na,so4,TDN,TDP,tds,TN,TOC,TP,TPC,TPN,TSS,TSS - Dry Mass,UV Absorbance (254 nm),UV Absorbance (280 nm),spc,habitatType,dominantHabitat,algalSampleType,benthicArea,substratumSizeClass,carbon,chlorophyll a,d13C,d34S,nitrogen,pheophytin,phosphorus,sulfur,total chlorophyll a,fe,mn,si,nh4,no2,no3,po4,surface_subsurface
STER_028-M-20160816-COMP,40.473273,-103.018333,1359.6,0.0,25.8,1.1666666666666667,0.0,15.5,STER,cultivatedCrops,2016-08-16T16:26Z|2016-08-16T16:55Z|2016-08-16T16:58Z,,auger,0.0893333333333333,0.9176666666666669,M,6.638447052129557,6.028019415786829,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_026-M-20160816-COMP,40.474713,-103.0243,1360.8,0.0,26.4,1.0,0.0,15.666666666666666,STER,cultivatedCrops,2016-08-16T18:41Z|2016-08-16T18:30Z|2016-08-16T18:58Z,,auger,0.0813333333333333,0.925,M,6.253121966003209,5.616641017312003,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_032-M-20160816-COMP,40.472029,-103.025102,1362.6,0.0,32.199999999999996,1.5,0.0,15.6,STER,cultivatedCrops,2016-08-16T20:22Z|2016-08-16T20:36Z|2016-08-16T20:09Z,,auger,0.0776666666666666,0.9276666666666668,M,6.622602826928595,5.981490514197624,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_035-M-20160817-COMP,40.469719,-103.016662,1362.2,0.0,24.566666666666663,1.1666666666666667,0.0,15.5,STER,cultivatedCrops,2016-08-17T14:58Z|2016-08-17T14:30Z|2016-08-17T14:38Z,,auger,0.088,0.9193333333333332,M,8.254739046797782,7.613903485762817,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_029-M-20160817-COMP,40.468561,-103.011749,1353.3,0.0,25.166666666666668,2.0,0.0,20.666666666666668,STER,cultivatedCrops,2016-08-17T15:52Z|2016-08-17T15:49Z|2016-08-17T16:13Z,,auger,0.0756666666666666,0.9296666666666668,M,6.778644262331265,6.3081674558150285,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_031-M-20160817-COMP,40.470725,-103.011685,1353.3,0.0,26.833333333333332,2.1666666666666665,0.0,20.333333333333332,STER,cultivatedCrops,2016-08-17T16:54Z|2016-08-17T16:49Z|2016-08-17T17:11Z,,auger,0.088,0.9193333333333332,M,6.497318861161989,5.842221410562293,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_034-M-20160817-COMP,40.478666,-103.01923800000002,1365.9000000000003,0.0,30.46666666666667,1.3333333333333333,0.0,20.666666666666668,STER,cultivatedCrops,2016-08-17T18:52Z|2016-08-17T18:50Z|2016-08-17T19:12Z,,auger,0.072,0.933,M,8.203689189528944,7.550424062836627,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_027-M-20160817-COMP,40.480827,-103.018821,1368.4000000000003,0.0,31.899999999999995,1.6666666666666667,0.0,19.666666666666668,STER,cultivatedCrops,2016-08-17T19:49Z|2016-08-17T19:47Z|2016-08-17T20:05Z,,auger,0.1056666666666666,0.9043333333333332,M,6.985439133319312,6.65463685960417,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
STER_033-M-20160818-COMP,40.47639,-103.011866,1356.6,0.0,22.8,2.5,0.0,15.666666666666666,STER,cultivatedCrops,2016-08-18T15:08Z|2016-08-18T15:27Z|2016-08-18T14:55Z,,auger,0.0693333333333333,0.9353333333333332,M,7.444891546301184,6.793451968237603,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
CPER_001-M-20140116-COMP,40.850866,-104.699535,1637.9000000000003,0.0,,,0.0,28.666666666666668,CPER,grasslandHerbaceous,2014-01-16T18:52Z|2014-01-16T19:07Z|2014-01-16T19:15Z,,,,,,,,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
CPER_003-M-20140116-COMP,40.818451,-104.707164,1623.8,0.0,,,0.0,30.666666666666668,CPER,grasslandHerbaceous,2014-01-16T20:09Z|2014-01-16T20:16Z|2014-01-16T20:22Z,,,,,,,,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
CPER_004-M-20140117-COMP,40.81275,-104.696873,1622.7,0.0,,,0.0,30.5,CPER,grasslandHerbaceous,2014-01-17T22:23Z|2014-01-17T22:15Z,,,,,,,,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
CPER_002-M-20140117-COMP,40.810934,-104.729248,1651.0999999999997,0.0,,,0.0,30.0,CPER,grasslandHerbaceous,2014-01-17T23:04Z|2014-01-17T22:56Z|2014-01-17T23:10Z,,,,,,,,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_005-M-20210706-COMP,38.893246,-76.547604,15.6,0.0,20.966666666666665,3.0666666666666664,0.0,26.133333333333336,SERC,deciduousForest,2021-07-06T15:15Z|2021-07-06T16:05Z|2021-07-06T16:43Z,maximum,corer,0.3573333333333333,0.7376666666666667,M,4.842862320293173,4.072833221443539,3.966666666666667,-26.46666666666667,0.19,2.203333333333333,11.5,0.2294999999999999,0.073,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_047-M-20210706-COMP,38.885634,-76.560193,4.3,0.0,20.533333333333335,3.4333333333333336,0.0,30.333333333333332,SERC,deciduousForest,2021-07-06T15:36Z|2021-07-06T16:15Z|2021-07-06T15:50Z,maximum,corer,0.2303333333333333,0.814,M,4.741775371722988,4.069272654676964,2.6,-27.333333333333332,0.1366666666666667,1.9766666666666663,14.466666666666669,0.127,0.038,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_001-M-20210706-COMP,38.868693,-76.533585,6.3,0.0,22.0,3.0,0.0,27.0,SERC,deciduousForest,2021-07-06T15:50Z,maximum,corer,0.187,0.842,M,4.8,3.95,2.9,-26.1,0.13,1.44,11.2,0.099,0.055,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_049-M-20210706-COMP,38.886494,-76.561509,4.8,0.0,21.366666666666664,2.1999999999999997,0.0,29.666666666666668,SERC,deciduousForest,2021-07-06T17:49Z|2021-07-06T17:39Z|2021-07-06T18:17Z,maximum,corer,0.2289999999999999,0.814,M,4.41661354139635,3.810807212046947,3.25,-26.85,0.1099999999999999,1.69,15.075,0.091,0.037,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_003-M-20210706-COMP,38.899872,-76.543752,8.2,0.0,21.066666666666663,1.7999999999999998,0.0,28.366666666666664,SERC,deciduousForest,2021-07-06T18:45Z|2021-07-06T18:20Z|2021-07-06T17:47Z,maximum,corer,0.2773333333333333,0.7840000000000001,M,5.592730854677405,4.803926493839028,1.625,-26.575,0.1074999999999999,1.415,12.8,0.1793333333333333,0.0366666666666666,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_007-M-20210706-COMP,38.873795,-76.539828,4.1,0.0,31.133333333333336,0.2666666666666666,0.0,25.46666666666667,SERC,cultivatedCrops,2021-07-06T17:49Z|2021-07-06T18:29Z|2021-07-06T18:17Z,maximum,corer,0.1783333333333333,0.8486666666666668,M,5.852708952039234,5.1867891917950155,5.8,-24.166666666666668,0.0966666666666666,0.8566666666666666,8.6,0.0826666666666666,0.4473333333333333,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_004-M-20210707-COMP,38.87241,-76.554055,16.1,0.0,21.600000000000005,1.6333333333333335,0.0,28.266666666666666,SERC,deciduousForest,2021-07-07T13:21Z|2021-07-07T13:53Z|2021-07-07T12:43Z,maximum,corer,0.293,0.7766666666666667,M,5.183937954849287,4.320687213112874,2.3666666666666667,-26.666666666666668,0.15,1.78,11.6,0.1956666666666666,0.0363333333333333,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_002-M-20210707-COMP,38.895036,-76.558917,6.900000000000001,0.0,21.033333333333335,1.6666666666666667,0.0,29.666666666666668,SERC,deciduousForest,2021-07-07T12:46Z|2021-07-07T13:58Z|2021-07-07T13:28Z,maximum,corer,0.264,0.7919999999999999,M,4.988444334512454,4.132388143468286,3.5,-26.46666666666667,0.11,1.2133333333333332,10.866666666666667,0.2333333333333333,0.0566666666666666,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_044-M-20210707-COMP,38.890803,-76.553986,8.5,0.0,21.733333333333334,1.5,0.0,28.366666666666664,SERC,deciduousForest,2021-07-07T15:15Z|2021-07-07T15:39Z|2021-07-07T16:06Z,maximum,corer,0.2966666666666667,0.7723333333333334,M,5.297928795559245,4.523050781115477,5.033333333333334,-26.433333333333337,0.1266666666666666,1.29,10.1,0.145,0.2259999999999999,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
SERC_045-M-20210707-COMP,38.880982,-76.55872,18.5,0.0,22.0,2.5,0.0,29.9,SERC,deciduousForest,2021-07-07T16:02Z|2021-07-07T15:22Z|2021-07-07T16:24Z,maximum,corer,0.2576666666666666,0.7956666666666666,M,4.845718027009787,4.011273215238573,2.1666666666666665,-27.1,0.1433333333333333,1.8966666666666665,13.366666666666667,0.1026666666666666,0.0416666666666666,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_048-M-20210920-COMP,17.96911,-66.864276,130.1,0.0,27.433333333333337,5.166666666666667,0.0,19.833333333333332,GUAN,evergreenForest,2021-09-20T15:27Z|2021-09-20T15:57Z|2021-09-20T16:31Z,obstruction|maximum,probe,0.1966666666666666,0.8356666666666666,M,7.676413727938582,7.050993114975192,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_042-M-20210920-COMP,17.970725,-66.863969,144.8,0.0,28.100000000000005,8.333333333333334,0.0,14.7,GUAN,evergreenForest,2021-09-20T17:52Z|2021-09-20T18:24Z|2021-09-20T18:41Z,obstruction,probe,0.278,0.7833333333333332,M,7.629825398875229,7.308129986825913,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_002-M-20210921-COMP,17.970294,-66.824633,86.59999999999998,0.0,27.333333333333332,5.5,0.0,15.333333333333334,GUAN,evergreenForest,2021-09-21T13:10Z|2021-09-21T11:49Z|2021-09-21T12:40Z,obstruction,probe,0.3353333333333333,0.7506666666666666,M,7.841435559482889,7.429036743318379,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_049-M-20210921-COMP,17.967743,-66.864301,122.40000000000002,0.0,27.833333333333332,3.6666666666666665,0.0,25.666666666666668,GUAN,evergreenForest,2021-09-21T13:56Z|2021-09-21T12:23Z|2021-09-21T14:53Z,maximum|obstruction,probe,0.1773333333333333,0.85,M,7.577226695968372,7.058933704468225,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_001-M-20210921-COMP,17.972768,-66.851235,149.5,0.0,27.03333333333333,2.0,0.0,30.0,GUAN,evergreenForest,2021-09-21T15:37Z|2021-09-21T15:54Z|2021-09-21T15:17Z,maximum,probe,0.1573333333333333,0.8649999999999999,M,8.214231872178047,7.448786388023139,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_043-M-20210921-COMP,17.968869,-66.867682,113.5,0.0,28.53333333333333,1.3333333333333333,0.0,30.0,GUAN,evergreenForest,2021-09-21T19:25Z|2021-09-21T18:35Z|2021-09-21T17:40Z,maximum|obstruction,probe,0.1736666666666666,0.852,M,7.715340307195167,7.373411153940313,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_007-M-20210922-COMP,17.972832,-66.857711,172.4,0.0,26.333333333333332,6.333333333333333,0.0,17.333333333333332,GUAN,evergreenForest,2021-09-22T11:50Z|2021-09-22T12:24Z|2021-09-22T12:54Z,obstruction,probe,0.3226666666666666,0.7583333333333333,M,7.904983076929779,7.424065728693269,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_004-M-20210922-COMP,17.969254,-66.85267,131.1,0.0,28.399999999999995,5.333333333333333,0.0,23.0,GUAN,evergreenForest,2021-09-22T13:26Z|2021-09-22T12:42Z|2021-09-22T14:04Z,maximum|obstruction,probe,0.2363333333333333,0.8096666666666666,M,7.749693042895748,7.279275300083265,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_003-M-20210922-COMP,17.973138,-66.861701,181.0,0.0,26.9,4.666666666666667,0.0,18.0,GUAN,evergreenForest,2021-09-22T13:54Z|2021-09-22T14:39Z|2021-09-22T15:14Z,maximum|obstruction,probe,0.3503333333333334,0.7406666666666667,M,7.655890567794073,7.27837238495001,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
GUAN_006-M-20210922-COMP,17.963818,-66.875667,98.90000000000002,0.0,28.733333333333334,4.666666666666667,0.0,22.6,GUAN,evergreenForest,2021-09-22T16:01Z|2021-09-22T16:44Z|2021-09-22T17:06Z,maximum|obstruction,probe,0.2086666666666666,0.8276666666666666,M,7.737007447761685,7.262784335106318,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_033-O-20190715-COMP,42.538302,-72.175607,358.8,0.0,17.099999999999998,4.5,0.0,7.633333333333333,HARV,deciduousForest,2019-07-15T16:12Z|2019-07-15T17:36Z|2019-07-15T16:54Z,entire,brownie cutter,1.847,0.363,O,3.4872297410763413,2.714607090006468,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_037-O-20190715-COMP,42.537308,-72.179312,361.8999999999999,0.0,16.933333333333334,2.6666666666666665,0.0,10.366666666666667,HARV,evergreenForest,2019-07-15T19:29Z|2019-07-15T18:57Z|2019-07-15T20:05Z,entire,brownie cutter,1.5176666666666667,0.411,O,3.3915637971914054,2.6205699825221855,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_005-O-20190716-COMP,42.489469,-72.275158,189.80000000000004,0.0,18.1,3.3333333333333335,0.0,2.4,HARV,deciduousForest,2019-07-16T14:41Z|2019-07-16T15:16Z|2019-07-16T13:54Z,entire,brownie cutter,1.461666666666667,0.4333333333333333,O,4.235172881979168,3.3823908245507788,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_002-O-20190716-COMP,42.478565,-72.259572,193.6,0.0,18.533333333333335,3.0,0.0,4.0,HARV,deciduousForest,2019-07-16T17:52Z|2019-07-16T17:01Z|2019-07-16T17:26Z,entire,brownie cutter,0.827,0.5676666666666667,O,4.206302786976895,3.4467891917950153,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_021-O-20190716-COMP,42.45243,-72.250472,175.1,0.0,16.833333333333332,5.166666666666667,0.0,5.266666666666667,HARV,evergreenForest,2019-07-16T19:48Z|2019-07-16T19:24Z|2019-07-16T20:21Z,entire,brownie cutter,1.375,0.4253333333333333,O,3.332221410562293,2.7323027880417343,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_013-O-20190717-COMP,42.392282,-72.254598,184.6,0.0,18.233333333333334,4.166666666666667,0.0,4.033333333333333,HARV,evergreenForest,2019-07-17T13:18Z|2019-07-17T14:27Z|2019-07-17T13:49Z,entire,brownie cutter,0.8103333333333333,0.557,O,4.1545541514739375,3.238786388023139,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_001-O-20190717-COMP,42.424246,-72.258285,190.0,0.0,18.333333333333332,2.6666666666666665,0.0,4.033333333333333,HARV,deciduousForest,2019-07-17T16:41Z|2019-07-17T16:11Z|2019-07-17T15:52Z,entire,brownie cutter,0.986,0.521,O,3.880622619726244,3.1881073322717737,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_004-O-20190718-COMP,42.427091,-72.229737,199.69999999999996,0.0,18.53333333333333,2.8333333333333335,0.0,10.433333333333332,HARV,mixedForest,2019-07-18T13:35Z|2019-07-18T13:03Z|2019-07-18T13:55Z,entire,brownie cutter,0.9296666666666668,0.5236666666666667,O,4.38660630668793,3.366754311861013,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
HARV_035-O-20190718-COMP,42.539966,-72.178072,365.8,0.0,17.5,3.1666666666666665,0.0,9.5,HARV,evergreenForest,2019-07-18T16:01Z|2019-07-18T15:10Z|2019-07-18T15:40Z,entire,brownie cutter,1.7553333333333334,0.3753333333333333,O,3.5113764875447626,2.6062737825623308,,,,,,,,neon_soil,neon,terrestrial_soil,soil,DP1.10107.001 (metaG) ; DP1.10086.001 (env data),10.48443/V8MW-8Z67 (metaG) ; 10.48443/SKT2-5W34 (env data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface
