records,SRA_sample,biosample,ExpID,study_group,latitude,longitude,sample_name,Read_count_post_fastp,sequencing_technology,sample_type,cc_score,location1,location2,location3,location4,site_name,geotype1,geotype2,geotype3,tectonics1,tectonics2,tectonics3,tectonics4,magma_fo2,aersub1,aersub2,macrostrat_ID,macrostrat,macrostrat_type,macrostrat_siplified_type,mindat_id,locality_name,mindat_lat,mindat_long,distance_to_mindat_km,mineral_list_csv,altitude,temp,sal,ph,eh,toc,tn,dic,doc,ch4,h2,o2,rc_ra,f_aq,cl_aq,so4,h2s,br_aq,no_3,no2,nh4,po4_3,na_aq,k_aq,mg_aq,ca_aq,Li_aq,B_aq,K_aq,Ca_aq,Fe_aq,Zn_aq,As_aq,Rb_aq,cd,cu,co,fe,mn,mo,ni,v,zn,ag,al,ba,be,ce,cr,cs,ga,eu,gd,hf,la,li,pb,rb,sc,sn,sr,th,ti,tl,u,w,y,zr,database_solid,database_soli_id,material,rock_type,sample_name.1,lat_d,long_d,major_sum,sio2_d,tio2_d,al2o3_d,fe2o3_d,feo_d,FEOt_d,mno_d,mgo_d,cao_d,na2o_d,k2o_d,bao_d,p2o5_d,cu_d,co_d,mo_d,ni_d,v_d,zn_d,ba_d,be_d,ce_d,cr_d,dy_d,er_d,eu_d,ga_d,gd_d,hr_d,ho_d,la_d,li_d,lu_d,nb_d,nd_d,pb_d,pr_d,rb_d,sc_d,sm_d,sn_d,sr_d,ta_d,tb_d,th_d,ti_d,tl_d,u_d,w_d,y_d,yb_d,zr_d,si_o2,ti_o2,al2_o3,fe_ot,fe_o,fe2_o3,mn_o,mg_o,ca_o,na2_o,k2_o,p2_o5,CT,SedThic_Oc,SedThic_On,DistCoast,Time_rift,DSub,DMOR,DHS,DV,HF,PV,SR,slab_name,SDepth,SDip,ConvR,ConvAge,elevation,DOT,DCS,DMUSGS,DEQ,ConShelf,ConvObl,DPM,SfA
SRR6439364,SRS2806245,SAMN08290438,SRA,39.0,-14.31,-13.35,SMAR4,18156401.0,Illumina HiSeq 2500,,0.5066744075,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-4,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,695.279896,"Aegirine,Dalyite,Quartz,Vlasovite",-2194.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,8370.0,,,,,,,182298.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.386731503,48.12044284,0.0,2156.718522,,4690.251505,23.34822861,701.5902671,712.281439,111.071941,2.962260241,16.61421116,,,,,,-2256.993375,32.39593674,,2138.183088,98.8883083,,,2099.023299,1.3792244
SRR6439365,SRS2806246,SAMN08290437,SRA,39.0,-14.06,-13.02,SMAR3,17512415.0,Illumina HiSeq 2500,,1.307665119,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-3,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,676.057086,"Aegirine,Dalyite,Quartz,Vlasovite",-2773.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,35176.0,,,,,,,35176.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.244795778,75.88694301,0.0,2119.971535,,4724.843544,64.63414156,678.8240158,691.7611757,104.5886579,3.155352124,13.18977463,,,,,,-2723.405696,64.79073812,,2101.873819,133.9096249,,,2064.878542,4.181448405
SRR6439366,SRS2806244,SAMN08290440,SRA,39.0,-14.51,-13.35,SMAR6,17359520.0,Illumina HiSeq 2500,,0.6136245357,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-6,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,716.610337,"Aegirine,Dalyite,Quartz,Vlasovite",-1820.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,7504.0,,,,,,,2841.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.429203675,17.52102108,0.0,2177.87676,,4668.620813,17.99160396,723.6056597,734.1396535,109.21879,2.982293085,16.58095717,,,,,,-2430.283594,47.49602702,,2159.444124,104.6046437,,,2120.688271,1.064601962
SRR6439367,SRS2806243,SAMN08290439,SRA,39.0,-14.51,-13.58,SMAR5,16095175.0,Illumina HiSeq 2500,,1.23628837,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-5,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,712.811831,"Aegirine,Dalyite,Quartz,Vlasovite",-2400.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,7504.0,,,,,,,2841.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.420803241,36.66896473,0.0,2185.239391,,4663.420426,7.458741132,721.8857524,730.754868,113.4655719,2.611828986,19.60890566,,,,,,-2791.035352,38.37198214,,2166.423077,81.95248688,,,2125.857474,0.3243091485
SRR6439368,SRS2806242,SAMN08290442,SRA,47.0,-14.51,-13.58,SMAR8,54901128.0,Illumina HiSeq 2500,,1.793232982,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-8,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,712.811831,"Aegirine,Dalyite,Quartz,Vlasovite",-2785.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,7175.0,,,,,,,565.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.420803241,36.66896473,0.0,2185.239391,,4663.420426,7.458741132,721.8857524,730.754868,113.4655719,2.611828986,19.60890566,,,,,,-2791.035352,38.37198214,,2166.423077,81.95248688,,,2125.857474,0.3243091485
SRR6439369,SRS2806241,SAMN08290441,SRA,47.0,-14.51,-13.58,SMAR7,46569749.0,Illumina HiSeq 2500,,1.473831923,Atlantic_Ocean,MAR,South-mid_Atlantic_Ridge,SMAR,SMAR-7,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,58.0,Green Mountain,-7.95,-14.333056,712.811831,"Aegirine,Dalyite,Quartz,Vlasovite",-2785.0,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,7504.0,,,,,,,2841.0,,,,,,,,,,,,,,,,,,,,,,,,,,MORB,MARR189,whole_rock,BASALT,MARR189,-15.014,-13.415,98.86,49.8,1.63,15.77,,,8.66,0.19,7.2,10.64,3.29,0.62,,1.06,76.0,41.1,0.36,105.0,265.0,86.4,92.8,,24.69,249.0,5.33,3.23,1.38,16.7,4.49,,1.15,11.02,5.7,0.44,16.02,14.74,0.84,3.25,9.02,36.7,1.09,1.25,243.0,1.33,0.84,1.158,1.62,0.03,0.338,0.29,30.7,2.96,135.6,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,7.420803241,36.66896473,0.0,2185.239391,,4663.420426,7.458741132,721.8857524,730.754868,113.4655719,2.611828986,19.60890566,,,,,,-2791.035352,38.37198214,,2166.423077,81.95248688,,,2125.857474,0.3243091485
SRR6439370,SRS2806240,SAMN08290444,SRA,53.0,47.56,-129.06,JDF2,57145250.0,Illumina HiSeq 2500,rock,0.653903846,Pacific_Ocean,JDFR,Main_Endeavor_Field,Main_Endeavor_Field,MilliQ-S10 chimney JDF2,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,954279.0,mafic,igneous,basalt,249876.0,Endeavor Segment,47.9163889,-129.09972,25.3694426,"Anhydrite,Baryte,Chalcopyrite,Marcasite,Pyrite,Quartz,Sphalerite,Wurtzite",-2182.0,,,,,0.35,,,,,0.25,,,,2197.9,,19.0,7.99,,,,,1195.428,89.907,60.7625,92.1794,,,,,,,,,0.00258543,0.69894,6.0,21.72176,4.83384,0.00374205,0.105642,,1.189916,0.00036675,0.037772,0.7964966,0.000632642,,,0.0031896,,,,,,0.21514,0.203056,0.170934,,,1.13906,,,,0.00011901,,,,MORB,JUAN8,whole_rock,BASALT,JUAN10,47.025,-129.184,99.56,50.33,1.87,14.05,,,11.8,0.2,6.95,11.47,2.57,0.15,,0.17,66.0,44.8,0.55,77.0,385.0,93.0,22.8,0.67,12.78,206.0,6.74,4.38,1.39,17.6,5.23,3.01,1.46,4.4,6.2,0.64,4.06,11.19,0.52,2.13,2.24,43.4,3.96,,96.0,0.3,0.99,0.287,,,0.11,,38.3,4.27,105.9,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,10.75704577,63.89119324,0.0,274.8994754,,181.6846053,5.700621907,187.6862313,43.48283731,144.0494387,3.451937516,30.89930953,,,,,,-2582.743808,20.83613173,,286.8658085,41.75810466,,,2641.483063,0.1082531392
SRR6439371,SRS2806239,SAMN08290443,SRA,53.0,47.56,-129.06,JDF1,54679674.0,Illumina HiSeq 2500,rock,0.4318775499,Pacific_Ocean,JDFR,Main_Endeavor_Field,Main_Endeavor_Field,MilliQ-S10 chimney JDF1,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,249876.0,Endeavor Segment,47.9163889,-129.09972,25.3694426,"Anhydrite,Baryte,Chalcopyrite,Marcasite,Pyrite,Quartz,Sphalerite,Wurtzite",-2182.0,,,,,0.37,,,,,0.25,,,,2197.9,,19.0,7.99,,,,,1195.428,89.907,60.7625,92.1794,,,,,,,,,0.00258543,0.69894,6.0,21.72176,4.83384,0.00374205,0.105642,,1.189916,0.00036675,0.037772,0.7964966,0.000632642,,,0.0031896,,,,,,0.21514,0.203056,0.170934,,,1.13906,,,,0.00011901,,,,MORB,JUAN8,whole_rock,BASALT,JUAN10,47.025,-129.184,99.56,50.33,1.87,14.05,,,11.8,0.2,6.95,11.47,2.57,0.15,,0.17,66.0,44.8,0.55,77.0,385.0,93.0,22.8,0.67,12.78,206.0,6.74,4.38,1.39,17.6,5.23,3.01,1.46,4.4,6.2,0.64,4.06,11.19,0.52,2.13,2.24,43.4,3.96,,96.0,0.3,0.99,0.287,,,0.11,,38.3,4.27,105.9,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,10.75704577,63.89119324,0.0,274.8994754,,181.6846053,5.700621907,187.6862313,43.48283731,144.0494387,3.451937516,30.89930953,,,,,,-2582.743808,20.83613173,,286.8658085,41.75810466,,,2641.483063,0.1082531392
SRR6439372,SRS2806238,SAMN08290445,SRA,53.0,47.56,-129.06,JDF3,45012198.0,Illumina HiSeq 2500,rock,0.6765340359,Pacific_Ocean,JDFR,Main_Endeavor_Field,Main_Endeavor_Field,MilliQ-S10 chimney JDF3,vent,deep_vent,deep_vent,plate margin,divergent,oceanic divergent,,mild_reduced,subaerial,subaerial_saltwater,,basalt,igneous,basalt,249876.0,Endeavor Segment,47.9163889,-129.09972,25.3694426,"Anhydrite,Baryte,Chalcopyrite,Marcasite,Pyrite,Quartz,Sphalerite,Wurtzite",-2182.0,,,,,0.35,,,,,0.25,,,,2197.9,,19.0,7.99,,,,,1195.428,89.907,60.7625,92.1794,,,,,,,,,0.00258543,0.69894,6.0,21.72176,4.83384,0.00374205,0.105642,,1.189916,0.00036675,0.037772,0.7964966,0.000632642,,,0.0031896,,,,,,0.21514,0.203056,0.170934,,,1.13906,,,,0.00011901,,,,MORB,JUAN8,whole_rock,BASALT,JUAN10,47.025,-129.184,99.56,50.33,1.87,14.05,,,11.8,0.2,6.95,11.47,2.57,0.15,,0.17,66.0,44.8,0.55,77.0,385.0,93.0,22.8,0.67,12.78,206.0,6.74,4.38,1.39,17.6,5.23,3.01,1.46,4.4,6.2,0.64,4.06,11.19,0.52,2.13,2.24,43.4,3.96,,96.0,0.3,0.99,0.287,,,0.11,,38.3,4.27,105.9,47.96333335,1.738333335,15.28833335,3.680833335,6.975,10.28705064,0.173166665,7.475,10.05333335,2.664166665,0.836666665,0.364916665,10.75704577,63.89119324,0.0,274.8994754,,181.6846053,5.700621907,187.6862313,43.48283731,144.0494387,3.451937516,30.89930953,,,,,,-2582.743808,20.83613173,,286.8658085,41.75810466,,,2641.483063,0.1082531392
SRR7905022,SRS3822705,SAMN10130913,SRA,38.0,34.32,139.22,Jinata Pool 1L,82664852.0,Illumina HiSeq 3000,sediment,0.3129258538,Asia,Japan,Japan,Jinata Onsen,JP1L,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,intertidal,intertidal_saltwater,,non-alkaline felsic volcanics,igneous,felsic,222702.0,Niijima Island,34.35,139.25,4.1846555,"Albite,Cummingtonite,Quartz",0.0,59.5,,5.8,,,,5.51,1.31,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,14.7976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,UJ-10B,whole_rock,"IGNEOUS, VOLCANIC, MAFIC, BASALT",UJ-10B,34.45,139.3,98.71549775,50.792,0.742,15.482,10.60501411,,9.542497749,0.154,9.912,9.966,1.682,0.315,,0.128,,,,102.2393093,239.320509,,109.5252438,0.427,14.95,,3.183,1.772,0.98,15.17475485,3.037,,0.652,6.128,8.85,0.274,1.591,10.02,2.27,,5.12,,2.684,,481.8099727,0.1074,0.491,0.684,,0.025,0.184,,16.8,1.813,54.9,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,21.46505401,1026.940935,0.0,46.41985634,,70.11450683,928.763525,1292.788922,9.542899124,88.89834081,3.781571638,,izu,-125.0746536,42.21412277,1.740597248,123.0453568,-50.028096,1385.627487,2.882903099,139.2273677,6.215583585,1.0,58.12046051,89.67881697,
SRR7905023,SRS3822703,SAMN10130914,SRA,38.0,34.32,139.22,Jinata Pool 1,161478969.0,Illumina HiSeq 3000,sediment,0.9595746476,Asia,Japan,Japan,Jinata Onsen,JP1,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,intertidal,intertidal_saltwater,,non-alkaline felsic volcanics,igneous,felsic,222702.0,Niijima Island,34.35,139.25,4.1846555,"Albite,Cummingtonite,Quartz",0.0,59.5,,5.8,,,,5.51,1.31,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,14.7976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,UJ-10B,whole_rock,"IGNEOUS, VOLCANIC, MAFIC, BASALT",UJ-10B,34.45,139.3,98.71549775,50.792,0.742,15.482,10.60501411,,9.542497749,0.154,9.912,9.966,1.682,0.315,,0.128,,,,102.2393093,239.320509,,109.5252438,0.427,14.95,,3.183,1.772,0.98,15.17475485,3.037,,0.652,6.128,8.85,0.274,1.591,10.02,2.27,,5.12,,2.684,,481.8099727,0.1074,0.491,0.684,,0.025,0.184,,16.8,1.813,54.9,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,21.46505401,1026.940935,0.0,46.41985634,,70.11450683,928.763525,1292.788922,9.542899124,88.89834081,3.781571638,,izu,-125.0746536,42.21412277,1.740597248,123.0453568,-50.028096,1385.627487,2.882903099,139.2273677,6.215583585,1.0,58.12046051,89.67881697,
SRR7905024,SRS3822704,SAMN10130912,SRA,38.0,34.32,139.22,Jinata Pool 2,103796006.0,Illumina HiSeq 3000,sediment,0.1069369818,Asia,Japan,Japan,Jinata Onsen,JP2,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,intertidal,intertidal_saltwater,,non-alkaline felsic volcanics,igneous,felsic,222702.0,Niijima Island,34.35,139.25,4.1846555,"Albite,Cummingtonite,Quartz",0.0,54.0,,6.5,,,,2.09,0.76,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,8.43184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,UJ-10B,whole_rock,"IGNEOUS, VOLCANIC, MAFIC, BASALT",UJ-10B,34.45,139.3,98.71549775,50.792,0.742,15.482,10.60501411,,9.542497749,0.154,9.912,9.966,1.682,0.315,,0.128,,,,102.2393093,239.320509,,109.5252438,0.427,14.95,,3.183,1.772,0.98,15.17475485,3.037,,0.652,6.128,8.85,0.274,1.591,10.02,2.27,,5.12,,2.684,,481.8099727,0.1074,0.491,0.684,,0.025,0.184,,16.8,1.813,54.9,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,21.46505401,1026.940935,0.0,46.41985634,,70.11450683,928.763525,1292.788922,9.542899124,88.89834081,3.781571638,,izu,-125.0746536,42.21412277,1.740597248,123.0453568,-50.028096,1385.627487,2.882903099,139.2273677,6.215583585,1.0,58.12046051,89.67881697,
SRR7905025,SRS3822702,SAMN10130915,SRA,38.0,34.32,139.22,Jinata Pool 3,59247.0,Illumina HiSeq 3000,sediment,1.676847596,Asia,Japan,Japan,Jinata Onsen,JP3,spring,hot_spring,hot_spring,plate margin,convergent,oceanic-continental subduction,,oxidized,intertidal,intertidal_saltwater,,non-alkaline felsic volcanics,igneous,felsic,222702.0,Niijima Island,34.35,139.25,4.1846555,"Albite,Cummingtonite,Quartz",0.0,46.0,,6.7,,,,1.79,0.76,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,UJ-10B,whole_rock,"IGNEOUS, VOLCANIC, MAFIC, BASALT",UJ-10B,34.45,139.3,98.71549775,50.792,0.742,15.482,10.60501411,,9.542497749,0.154,9.912,9.966,1.682,0.315,,0.128,,,,102.2393093,239.320509,,109.5252438,0.427,14.95,,3.183,1.772,0.98,15.17475485,3.037,,0.652,6.128,8.85,0.274,1.591,10.02,2.27,,5.12,,2.684,,481.8099727,0.1074,0.491,0.684,,0.025,0.184,,16.8,1.813,54.9,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,21.46505401,1026.940935,0.0,46.41985634,,70.11450683,928.763525,1292.788922,9.542899124,88.89834081,3.781571638,,izu,-125.0746536,42.21412277,1.740597248,123.0453568,-50.028096,1385.627487,2.882903099,139.2273677,6.215583585,1.0,58.12046051,89.67881697,
SRR8554436,SRS4347136,SAMN10863906,SRA,13.0,44.58,-110.79,YNP-CB-006-1,162414943.0,Illumina NovaSeq 6000,biofilm,0.7184624951,North_America,USA,YNP,Gibbon Canyon,,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,171301.0,Yellowstone National Park,44.5622222,-110.83806,5.38950452,"Aegirine,Analcime,Calcite,Fluorite,Montmorillonite,Pectolite,Pyrite,Quartz",2288.0,73.1,0.545,2.91,,,,,,,,,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,BM7-3,whole_rock,"IGNEOUS, VOLCANIC, FELSIC, RHYOLITE",BM7-3,44.5225,-110.8268,96.7985,73.57,0.263,12.07,,,1.59,0.041,0.17,0.72,3.07,5.18,0.0925,0.032,,,,,,,800.0,,146.0,,10.4,5.97,1.16,,9.88,,,73.4,,0.83,45.4,56.6,30.6,15.7,187.0,,11.1,,49.2,,1.72,24.7,,,5.9,,60.1,5.81,292.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,42.11318522,,12.7359,940.1534241,,1156.055342,795.8244502,66.59179539,19.21212118,97.20838154,1.812453981,,,,,,,2289.19356,1280.982495,,20.4142594,15.0891632,,,1899.809292,
SRR8581213,SRS4370950,SAMN10948629,SRA,31.0,31.59,77.3,HS_Bank,19100942.0,Illumina,biofilm,11.30579861,Asia,India,Himalayas,Kheerganga,Kheerganga,spring,hot_spring,hot_spring,plate margin,convergent,collisional,,oxidized,aerial,aerial,3189341.0,metamorphic,metamorphic,metamorphic,232806.0,Shang Sumdo Region,33.8536111,77.7075,70.838975,"Calcite,Quartz",3050.0,45.0,0.555,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EarthChem,V300,whole_rock,"IGNEOUS, VOLCANIC, MAFIC, BASALT",V300,32.8,77.3,96.21,43.5,3.35,14.85,,5.4,16.35,0.22,6.25,7.55,3.0,0.58,,0.56,13.0,0.5,,1.0,420.0,5.0,,0.5,75.0,46.0,,,8.0,16.0,,,,22.0,1.0,,175.0,44.0,450.0,,,9.0,,,5.0,,,,,,8200.0,,280.0,70.0,,,,,,,,,,,,,,53.82519815,,206.517,1120.977589,,2488.452703,2673.129412,2186.083313,512.3065753,124.2170061,4.774570507,,him,-18.14720917,16.18264389,3.927944183,99.17035675,2070.705,2675.07294,1.108797431,5.642765215,89.44139282,,11.66196918,1340.996885,
SRR8863378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8863384,SRS4596089,SAMN10864101,SRA,18.0,44.53,-110.8,20050624_m2,180435379.0,Illumina HiSeq 2000,biofilm,0.7519574407,North_America,USA,YNP,Lower Geyser Basin,Octopus Spring,spring,hot_spring,hot_spring,intraplate,hotspot,continental hotspot,,reduced,aerial,aerial,958230.0,felsic,igneous,granite,248602.0,Upper Geyser Basin,44.4641667,-110.82917,4.15748861,"Gyrolite,Truscottite",2238.0,90.5,0.668,8.04,-0.0785,,,14.7,0.1167,,,0.0,7.7,22.7485,246.1986,17.5914,0.0236,0.7904,0.063,,0.04179,,276.03,15.4185,0.011,0.765,,,,,,,,,0.0001,0.001,5.0,,0.003,,,,0.002,,0.243,,0.002,,,,,,,,,3.2514,0.001,,,,0.001,,,,,,,,EarthChem,BM7-3,whole_rock,"IGNEOUS, VOLCANIC, FELSIC, RHYOLITE",BM7-3,44.5225,-110.8268,96.7985,73.57,0.263,12.07,,,1.59,0.041,0.17,0.72,3.07,5.18,0.0925,0.032,,,,,,,800.0,,146.0,,10.4,5.97,1.16,,9.88,,,73.4,,0.83,45.4,56.6,30.6,15.7,187.0,,11.1,,49.2,,1.72,24.7,,,5.9,,60.1,5.81,292.0,71.0227778,0.305875,14.405,1.08777778,1.415,2.393793324,0.04922222,0.65127778,1.79277778,3.77888889,4.32888889,0.24788889,42.14955257,,-0.699905,941.7280428,,1155.821418,791.4766082,61.01711115,14.99010876,96.91832214,1.811548018,,,,,,,2277.315,1280.017928,,17.83450809,20.26851004,,,1894.236098,
